DATE,ITL_code,GEOGRAPHY_NAME,SIC_CODE,SIC07_description,gva,JOBCOUNT_FULLTIME,JOBCOUNT_PARTTIME
2017,TLK23,Somerset,94,Activities of membership organisations,30,605,600
2018,TLK23,Somerset,94,Activities of membership organisations,20,705,620
2019,TLK23,Somerset,94,Activities of membership organisations,22,665,810
2020,TLK23,Somerset,94,Activities of membership organisations,24,775,635
2021,TLK23,Somerset,94,Activities of membership organisations,17,615,525
2022,TLK23,Somerset,94,Activities of membership organisations,17,605,725
2015,TLK23,Somerset,95,"Repair of computers, personal and household goods",11,285,40
2016,TLK23,Somerset,95,"Repair of computers, personal and household goods",14,340,90
2017,TLK23,Somerset,95,"Repair of computers, personal and household goods",13,535,55
2018,TLK23,Somerset,95,"Repair of computers, personal and household goods",11,340,90
2019,TLK23,Somerset,95,"Repair of computers, personal and household goods",11,310,100
2020,TLK23,Somerset,95,"Repair of computers, personal and household goods",9,60,35
2021,TLK23,Somerset,95,"Repair of computers, personal and household goods",14,135,30
2022,TLK23,Somerset,95,"Repair of computers, personal and household goods",13,150,45
2015,TLK23,Somerset,96,Other personal service activities,140,1500,1970
2016,TLK23,Somerset,96,Other personal service activities,142,1370,1400
2017,TLK23,Somerset,96,Other personal service activities,172,1600,940
2018,TLK23,Somerset,96,Other personal service activities,201,1825,970
2019,TLK23,Somerset,96,Other personal service activities,196,1470,880
2020,TLK23,Somerset,96,Other personal service activities,136,1540,745
2021,TLK23,Somerset,96,Other personal service activities,252,1725,680
2022,TLK23,Somerset,96,Other personal service activities,323,2000,1400
2015,TLK23,Somerset,T (97-98),Activities of households,25,0,0
2016,TLK23,Somerset,T (97-98),Activities of households,26,0,0
2017,TLK23,Somerset,T (97-98),Activities of households,24,0,0
2018,TLK23,Somerset,T (97-98),Activities of households,36,0,0
2019,TLK23,Somerset,T (97-98),Activities of households,42,0,0
2020,TLK23,Somerset,T (97-98),Activities of households,31,0,0
2021,TLK23,Somerset,T (97-98),Activities of households,25,0,0
2022,TLK23,Somerset,T (97-98),Activities of households,25,0,0
2015,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",300,2620,1720
2016,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",297,2195,790
2017,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",326,2400,795
2018,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",543,2575,740
2019,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",512,2640,855
2020,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",406,2440,805
2021,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",518,2610,730
2022,TLK25,Dorset,AB (1-9),"Agriculture, forestry and fishing; mining and quarrying",704,440,90
2015,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",79,1900,660
2016,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",83,1925,315
2017,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",94,1845,135
2018,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",108,2005,150
2019,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",121,1780,295
2020,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",141,1480,240
2021,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",134,1730,375
2022,TLK25,Dorset,CA (10-12),"Manufacture of food, beverages and tobacco",150,1635,235
2015,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",37,325,160
2016,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",33,240,35
2017,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",56,395,40
2018,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",62,400,120
2019,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",66,250,65
2020,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",32,180,10
2021,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",27,845,190
2022,TLK25,Dorset,CB (13-15),"Manufacture of textiles, wearing apparel and leather",23,350,145
2015,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,51,1170,290
2016,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,54,1230,210
2017,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,58,1055,160
2018,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,53,865,165
2019,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,50,1150,110
2020,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,72,1185,125
2021,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,63,885,115
2022,TLK25,Dorset,CC (16-18),Manufacture of wood and paper products and printing,74,1285,185
2015,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",86,1340,130
2016,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",76,1660,195
2017,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",78,1340,175
2018,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",86,1505,120
2019,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",103,1595,240
2020,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",121,2040,185
2021,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",104,1840,190
2022,TLK25,Dorset,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",105,1670,190
2015,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,109,2970,560
2016,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,127,2990,195
2017,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,129,3150,315
2018,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,155,3705,215
2019,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,139,3320,245
2020,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,127,2955,460
2021,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,111,2525,265
2022,TLK25,Dorset,CH (24-25),Manufacture of basic and fabricated metal products,113,2785,270
2015,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",135,2290,460
2016,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",163,2115,255
2017,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",158,3115,230
2018,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",143,1895,170
2019,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",145,2090,310
2020,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",176,2260,190
2021,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",186,2860,170
2022,TLK25,Dorset,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",198,2220,165
2015,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,142,3125,340
2016,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,113,2640,130
2017,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,124,2095,115
2018,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,139,2630,140
2019,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,138,3030,140
2020,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,127,3130,160
2021,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,169,3085,200
2022,TLK25,Dorset,CK-CL (28-30),Manufacture of machinery and transport equipment,169,3860,210
2015,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",159,2240,510
2016,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",168,2915,300
2017,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",158,2300,245
2018,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",165,2245,260
2019,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",174,2600,405
2020,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",205,2140,115
2021,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",207,2285,770
2022,TLK25,Dorset,CM (31-33),"Other manufacturing, repair and installation",191,2660,380
2015,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",86,1030,100
2016,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",105,1360,220
2017,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",68,1345,45
2018,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",66,1280,155
2019,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",57,1130,55
2020,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",63,1580,90
2021,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",69,1570,80
2022,TLK25,Dorset,DE (35-39),"Electricity, gas, water; sewerage and waste management",79,1580,60
2015,TLK25,Dorset,41,Construction of buildings,169,2200,600
2016,TLK25,Dorset,41,Construction of buildings,174,2550,375
2017,TLK25,Dorset,41,Construction of buildings,189,2200,325
2018,TLK25,Dorset,41,Construction of buildings,205,3450,825
2019,TLK25,Dorset,41,Construction of buildings,207,3600,500
2020,TLK25,Dorset,41,Construction of buildings,202,2250,475
2021,TLK25,Dorset,41,Construction of buildings,266,2375,500
2022,TLK25,Dorset,41,Construction of buildings,302,2950,825
2015,TLK25,Dorset,42,Civil engineering,58,740,110
2016,TLK25,Dorset,42,Civil engineering,57,1620,145
2017,TLK25,Dorset,42,Civil engineering,49,700,110
2018,TLK25,Dorset,42,Civil engineering,42,1110,140
2019,TLK25,Dorset,42,Civil engineering,63,800,55
2020,TLK25,Dorset,42,Civil engineering,45,775,165
2021,TLK25,Dorset,42,Civil engineering,58,930,120
2022,TLK25,Dorset,42,Civil engineering,85,650,70
2015,TLK25,Dorset,43,Specialised construction activities,303,5660,1370
2016,TLK25,Dorset,43,Specialised construction activities,296,4780,720
2017,TLK25,Dorset,43,Specialised construction activities,326,5750,1065
2018,TLK25,Dorset,43,Specialised construction activities,355,3890,915
2019,TLK25,Dorset,43,Specialised construction activities,358,5390,840
2020,TLK25,Dorset,43,Specialised construction activities,291,5300,975
2021,TLK25,Dorset,43,Specialised construction activities,329,4830,770
2022,TLK25,Dorset,43,Specialised construction activities,361,4960,1025
2015,TLK25,Dorset,45,Motor trades,81,3165,1380
2016,TLK25,Dorset,45,Motor trades,82,3075,490
2017,TLK25,Dorset,45,Motor trades,89,2100,415
2018,TLK25,Dorset,45,Motor trades,81,2535,525
2019,TLK25,Dorset,45,Motor trades,93,2475,655
2020,TLK25,Dorset,45,Motor trades,73,2945,435
2021,TLK25,Dorset,45,Motor trades,92,3050,570
2022,TLK25,Dorset,45,Motor trades,85,2300,410
2015,TLK25,Dorset,46,Wholesale trade,168,5165,1720
2016,TLK25,Dorset,46,Wholesale trade,193,5315,860
2017,TLK25,Dorset,46,Wholesale trade,222,5165,650
2018,TLK25,Dorset,46,Wholesale trade,239,5280,1065
2019,TLK25,Dorset,46,Wholesale trade,224,3945,585
2020,TLK25,Dorset,46,Wholesale trade,212,4585,785
2021,TLK25,Dorset,46,Wholesale trade,221,4760,890
2022,TLK25,Dorset,46,Wholesale trade,260,4290,670
2015,TLK25,Dorset,47,Retail trade,418,7540,20340
2016,TLK25,Dorset,47,Retail trade,390,7760,10505
2017,TLK25,Dorset,47,Retail trade,415,6995,10915
2018,TLK25,Dorset,47,Retail trade,396,6995,9770
2019,TLK25,Dorset,47,Retail trade,450,8265,11720
2020,TLK25,Dorset,47,Retail trade,449,6800,9960
2021,TLK25,Dorset,47,Retail trade,483,7110,11250
2022,TLK25,Dorset,47,Retail trade,453,6585,9690
2015,TLK25,Dorset,49-51,"Land, water and air transport",69,1775,810
2016,TLK25,Dorset,49-51,"Land, water and air transport",57,1020,390
2017,TLK25,Dorset,49-51,"Land, water and air transport",52,1205,315
2018,TLK25,Dorset,49-51,"Land, water and air transport",58,1410,470
2019,TLK25,Dorset,49-51,"Land, water and air transport",58,1180,375
2020,TLK25,Dorset,49-51,"Land, water and air transport",49,1690,435
2021,TLK25,Dorset,49-51,"Land, water and air transport",56,1185,435
2022,TLK25,Dorset,49-51,"Land, water and air transport",60,1275,265
2015,TLK25,Dorset,52,Warehousing and transport support activities,16,1075,360
2016,TLK25,Dorset,52,Warehousing and transport support activities,13,845,125
2017,TLK25,Dorset,52,Warehousing and transport support activities,14,755,110
2018,TLK25,Dorset,52,Warehousing and transport support activities,16,1100,250
2019,TLK25,Dorset,52,Warehousing and transport support activities,18,890,210
2020,TLK25,Dorset,52,Warehousing and transport support activities,14,895,200
2021,TLK25,Dorset,52,Warehousing and transport support activities,21,1875,325
2022,TLK25,Dorset,52,Warehousing and transport support activities,23,1325,260
2015,TLK25,Dorset,53,Postal and courier activities,31,1075,760
2016,TLK25,Dorset,53,Postal and courier activities,29,640,260
2017,TLK25,Dorset,53,Postal and courier activities,28,635,260
2018,TLK25,Dorset,53,Postal and courier activities,35,605,240
2019,TLK25,Dorset,53,Postal and courier activities,41,580,375
2020,TLK25,Dorset,53,Postal and courier activities,42,560,215
2021,TLK25,Dorset,53,Postal and courier activities,45,735,110
2022,TLK25,Dorset,53,Postal and courier activities,41,850,650
2015,TLK25,Dorset,55,Accommodation,136,2355,4160
2016,TLK25,Dorset,55,Accommodation,161,2600,2840
2017,TLK25,Dorset,55,Accommodation,191,3010,2765
2018,TLK25,Dorset,55,Accommodation,170,3310,2755
2019,TLK25,Dorset,55,Accommodation,181,3020,2855
2020,TLK25,Dorset,55,Accommodation,122,2970,2410
2021,TLK25,Dorset,55,Accommodation,203,2555,3030
2022,TLK25,Dorset,55,Accommodation,230,3445,3460
2015,TLK25,Dorset,56,Food and beverage service activities,153,4350,13750
2016,TLK25,Dorset,56,Food and beverage service activities,142,4725,7400
2017,TLK25,Dorset,56,Food and beverage service activities,162,5200,8000
2018,TLK25,Dorset,56,Food and beverage service activities,169,5125,8150
2019,TLK25,Dorset,56,Food and beverage service activities,157,4525,8525
2020,TLK25,Dorset,56,Food and beverage service activities,145,4750,7450
2021,TLK25,Dorset,56,Food and beverage service activities,177,6075,8450
2022,TLK25,Dorset,56,Food and beverage service activities,226,5375,8400
2015,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,35,350,340
2016,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,36,430,205
2017,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,34,445,145
2018,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,36,460,180
2019,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,33,485,200
2020,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,32,400,300
2021,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,58,605,180
2022,TLK25,Dorset,58-60,Publishing; film and TV production and broadcasting,80,525,190
2015,TLK25,Dorset,61-63,Telecommunications; information technology,58,2400,640
2016,TLK25,Dorset,61-63,Telecommunications; information technology,99,2940,390
2017,TLK25,Dorset,61-63,Telecommunications; information technology,110,3425,425
2018,TLK25,Dorset,61-63,Telecommunications; information technology,132,2910,420
2019,TLK25,Dorset,61-63,Telecommunications; information technology,121,2055,425
2020,TLK25,Dorset,61-63,Telecommunications; information technology,149,2830,665
2021,TLK25,Dorset,61-63,Telecommunications; information technology,118,2265,315
2022,TLK25,Dorset,61-63,Telecommunications; information technology,133,2445,395
2015,TLK25,Dorset,64,Financial service activities,139,450,520
2016,TLK25,Dorset,64,Financial service activities,126,515,280
2017,TLK25,Dorset,64,Financial service activities,80,895,220
2018,TLK25,Dorset,64,Financial service activities,89,305,175
2019,TLK25,Dorset,64,Financial service activities,73,565,180
2020,TLK25,Dorset,64,Financial service activities,92,290,165
2021,TLK25,Dorset,64,Financial service activities,90,285,155
2022,TLK25,Dorset,64,Financial service activities,58,315,105
2015,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",8,775,360
2016,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",14,950,440
2017,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",16,1115,300
2018,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",13,700,165
2019,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",14,855,150
2020,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",8,430,80
2021,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",7,545,135
2022,TLK25,Dorset,65-66,"Insurance, pension funding and auxiliary financial activities",8,845,250
2015,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",392,1940,1630
2016,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",347,2275,785
2017,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",369,1930,635
2018,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",394,2300,925
2019,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",439,2150,885
2020,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",420,2775,1080
2021,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",420,1850,745
2022,TLK25,Dorset,68,"Real estate activities, excluding imputed rental",417,2200,1075
2015,TLK25,Dorset,69,Legal and accounting activities,124,4465,2360
2016,TLK25,Dorset,69,Legal and accounting activities,116,4210,900
2017,TLK25,Dorset,69,Legal and accounting activities,145,4035,540
2018,TLK25,Dorset,69,Legal and accounting activities,143,3450,1165
2019,TLK25,Dorset,69,Legal and accounting activities,136,4690,1150
2020,TLK25,Dorset,69,Legal and accounting activities,124,3995,1040
2021,TLK25,Dorset,69,Legal and accounting activities,159,3435,1090
2022,TLK25,Dorset,69,Legal and accounting activities,207,5205,895
2015,TLK25,Dorset,70,Head offices and management consultancy,44,2520,1180
2016,TLK25,Dorset,70,Head offices and management consultancy,37,2360,525
2017,TLK25,Dorset,70,Head offices and management consultancy,41,2610,825
2018,TLK25,Dorset,70,Head offices and management consultancy,48,2610,745
2019,TLK25,Dorset,70,Head offices and management consultancy,54,2900,855
2020,TLK25,Dorset,70,Head offices and management consultancy,42,2355,720
2021,TLK25,Dorset,70,Head offices and management consultancy,39,2725,990
2022,TLK25,Dorset,70,Head offices and management consultancy,44,1670,660
2015,TLK25,Dorset,71,Architectural and engineering activities,113,3225,740
2016,TLK25,Dorset,71,Architectural and engineering activities,82,1860,530
2017,TLK25,Dorset,71,Architectural and engineering activities,98,1870,605
2018,TLK25,Dorset,71,Architectural and engineering activities,97,1725,610
2019,TLK25,Dorset,71,Architectural and engineering activities,108,2345,575
2020,TLK25,Dorset,71,Architectural and engineering activities,109,1845,610
2021,TLK25,Dorset,71,Architectural and engineering activities,81,1465,315
2022,TLK25,Dorset,71,Architectural and engineering activities,81,2180,485
2015,TLK25,Dorset,72-73,Research and development; advertising and market research,149,850,170
2016,TLK25,Dorset,72-73,Research and development; advertising and market research,152,825,120
2017,TLK25,Dorset,72-73,Research and development; advertising and market research,145,950,210
2018,TLK25,Dorset,72-73,Research and development; advertising and market research,178,890,130
2019,TLK25,Dorset,72-73,Research and development; advertising and market research,171,910,195
2020,TLK25,Dorset,72-73,Research and development; advertising and market research,200,915,195
2021,TLK25,Dorset,72-73,Research and development; advertising and market research,218,1510,345
2022,TLK25,Dorset,72-73,Research and development; advertising and market research,288,1570,215
2015,TLK25,Dorset,74,"Other professional, scientific and technical activities",28,580,80
2016,TLK25,Dorset,74,"Other professional, scientific and technical activities",29,600,155
2017,TLK25,Dorset,74,"Other professional, scientific and technical activities",26,795,165
2018,TLK25,Dorset,74,"Other professional, scientific and technical activities",25,730,195
2019,TLK25,Dorset,74,"Other professional, scientific and technical activities",24,430,200
2020,TLK25,Dorset,74,"Other professional, scientific and technical activities",21,615,305
2021,TLK25,Dorset,74,"Other professional, scientific and technical activities",31,990,325
2022,TLK25,Dorset,74,"Other professional, scientific and technical activities",33,675,170
2015,TLK25,Dorset,75,Veterinary activities,38,400,1000
2016,TLK25,Dorset,75,Veterinary activities,42,450,200
2017,TLK25,Dorset,75,Veterinary activities,34,350,150
2018,TLK25,Dorset,75,Veterinary activities,42,350,200
2019,TLK25,Dorset,75,Veterinary activities,40,450,300
2020,TLK25,Dorset,75,Veterinary activities,50,400,250
2021,TLK25,Dorset,75,Veterinary activities,58,600,250
2022,TLK25,Dorset,75,Veterinary activities,69,900,250
2015,TLK25,Dorset,77,Rental and leasing activities,51,865,190
2016,TLK25,Dorset,77,Rental and leasing activities,49,875,65
2017,TLK25,Dorset,77,Rental and leasing activities,58,590,240
2018,TLK25,Dorset,77,Rental and leasing activities,42,735,140
2019,TLK25,Dorset,77,Rental and leasing activities,51,660,140
2020,TLK25,Dorset,77,Rental and leasing activities,31,650,175
2021,TLK25,Dorset,77,Rental and leasing activities,41,620,165
2022,TLK25,Dorset,77,Rental and leasing activities,41,1100,170
2015,TLK25,Dorset,78-80,Employment activities; tourism and security services,31,860,1470
2016,TLK25,Dorset,78-80,Employment activities; tourism and security services,32,980,655
2017,TLK25,Dorset,78-80,Employment activities; tourism and security services,28,1405,940
2018,TLK25,Dorset,78-80,Employment activities; tourism and security services,33,945,645
2019,TLK25,Dorset,78-80,Employment activities; tourism and security services,39,1715,780
2020,TLK25,Dorset,78-80,Employment activities; tourism and security services,38,1645,945
2021,TLK25,Dorset,78-80,Employment activities; tourism and security services,36,1315,795
2022,TLK25,Dorset,78-80,Employment activities; tourism and security services,47,1390,615
2015,TLK25,Dorset,81,Services to buildings and landscape activities,30,1090,2420
2016,TLK25,Dorset,81,Services to buildings and landscape activities,34,860,985
2017,TLK25,Dorset,81,Services to buildings and landscape activities,29,1050,1080
2018,TLK25,Dorset,81,Services to buildings and landscape activities,25,1105,1420
2019,TLK25,Dorset,81,Services to buildings and landscape activities,30,1250,1210
2020,TLK25,Dorset,81,Services to buildings and landscape activities,39,1325,1205
2021,TLK25,Dorset,81,Services to buildings and landscape activities,45,1060,755
2022,TLK25,Dorset,81,Services to buildings and landscape activities,52,1695,820
2015,TLK25,Dorset,82,Office administration and business support activities,24,1205,940
2016,TLK25,Dorset,82,Office administration and business support activities,32,1610,615
2017,TLK25,Dorset,82,Office administration and business support activities,38,1055,695
2018,TLK25,Dorset,82,Office administration and business support activities,38,895,395
2019,TLK25,Dorset,82,Office administration and business support activities,43,1345,495
2020,TLK25,Dorset,82,Office administration and business support activities,32,1635,590
2021,TLK25,Dorset,82,Office administration and business support activities,55,1480,755
2022,TLK25,Dorset,82,Office administration and business support activities,70,1050,630
2015,TLK25,Dorset,O (84),Public administration and defence,538,5720,4120
2016,TLK25,Dorset,O (84),Public administration and defence,528,5500,2050
2017,TLK25,Dorset,O (84),Public administration and defence,591,5760,2300
2018,TLK25,Dorset,O (84),Public administration and defence,598,5860,2650
2019,TLK25,Dorset,O (84),Public administration and defence,599,5170,2315
2020,TLK25,Dorset,O (84),Public administration and defence,592,5320,2130
2021,TLK25,Dorset,O (84),Public administration and defence,611,5630,2140
2022,TLK25,Dorset,O (84),Public administration and defence,685,5675,2115
2015,TLK25,Dorset,P (85),Education,491,7540,15070
2016,TLK25,Dorset,P (85),Education,486,7005,8430
2017,TLK25,Dorset,P (85),Education,475,7170,8160
2018,TLK25,Dorset,P (85),Education,495,7060,7625
2019,TLK25,Dorset,P (85),Education,550,7355,7185
2020,TLK25,Dorset,P (85),Education,544,7850,7440
2021,TLK25,Dorset,P (85),Education,547,7515,7395
2022,TLK25,Dorset,P (85),Education,614,7340,8930
2015,TLK25,Dorset,86,Human health activities,395,5020,11950
2016,TLK25,Dorset,86,Human health activities,388,4820,6330
2017,TLK25,Dorset,86,Human health activities,399,4865,5720
2018,TLK25,Dorset,86,Human health activities,410,4980,7725
2019,TLK25,Dorset,86,Human health activities,423,4750,6860
2020,TLK25,Dorset,86,Human health activities,413,5340,5530
2021,TLK25,Dorset,86,Human health activities,448,5815,5045
2022,TLK25,Dorset,86,Human health activities,463,6175,5890
2015,TLK25,Dorset,87,Residential care activities,84,3250,6300
2016,TLK25,Dorset,87,Residential care activities,97,3550,4050
2017,TLK25,Dorset,87,Residential care activities,99,3050,2975
2018,TLK25,Dorset,87,Residential care activities,104,3300,3100
2019,TLK25,Dorset,87,Residential care activities,103,2900,3025
2020,TLK25,Dorset,87,Residential care activities,130,3200,3050
2021,TLK25,Dorset,87,Residential care activities,145,3200,2925
2022,TLK25,Dorset,87,Residential care activities,138,2800,2725
2015,TLK25,Dorset,88,Social work activities,65,2200,5800
2016,TLK25,Dorset,88,Social work activities,89,2000,2500
2017,TLK25,Dorset,88,Social work activities,120,2150,3250
2018,TLK25,Dorset,88,Social work activities,146,2350,3400
2019,TLK25,Dorset,88,Social work activities,157,2050,3050
2020,TLK25,Dorset,88,Social work activities,124,1950,2100
2021,TLK25,Dorset,88,Social work activities,175,2400,2750
2022,TLK25,Dorset,88,Social work activities,153,1850,1950
2015,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",27,690,1140
2016,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",29,575,585
2017,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",34,625,785
2018,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",33,695,595
2019,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",32,700,595
2020,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",51,870,615
2021,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",33,670,605
2022,TLK25,Dorset,90-91,"Creative, arts, entertainment and cultural activities",35,895,780
2015,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,58,1010,3770
2016,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,46,955,1975
2017,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,50,1250,2475
2018,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,46,1795,2675
2019,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,41,1100,2575
2020,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,21,845,1730
2021,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,54,1120,1795
2022,TLK25,Dorset,92-93,Gambling and betting; sports and recreation activities,60,1380,2570
2015,TLK25,Dorset,94,Activities of membership organisations,24,390,1330
2016,TLK25,Dorset,94,Activities of membership organisations,25,355,485
2017,TLK25,Dorset,94,Activities of membership organisations,23,310,505
2018,TLK25,Dorset,94,Activities of membership organisations,21,335,400
2019,TLK25,Dorset,94,Activities of membership organisations,20,395,590
2020,TLK25,Dorset,94,Activities of membership organisations,19,430,480
2021,TLK25,Dorset,94,Activities of membership organisations,12,325,465
2022,TLK25,Dorset,94,Activities of membership organisations,13,340,515
2015,TLK25,Dorset,95,"Repair of computers, personal and household goods",8,230,50
2016,TLK25,Dorset,95,"Repair of computers, personal and household goods",10,270,60
2017,TLK25,Dorset,95,"Repair of computers, personal and household goods",12,390,35
2018,TLK25,Dorset,95,"Repair of computers, personal and household goods",15,305,80
2019,TLK25,Dorset,95,"Repair of computers, personal and household goods",14,345,140
2020,TLK25,Dorset,95,"Repair of computers, personal and household goods",10,165,20
2021,TLK25,Dorset,95,"Repair of computers, personal and household goods",18,190,20
