DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2022,West Midlands,Information and communication,J (58-63),28585
2022,West Midlands,Financial and insurance activities,K (64-66),35435
2022,West Midlands,Real estate activities,L (68),26050
2022,West Midlands,"Professional, scientific and technical activities",M (69-75),83685
2022,West Midlands,Administrative and support service activities,N (77-82),83390
2022,West Midlands,Public administration and defence,O (84),45100
2022,West Midlands,Education,P (85),74825
2022,West Midlands,Human health and social work activities,Q (86-88),122250
2022,West Midlands,"Arts, entertainment and recreation",R (90-93),10110
2022,West Midlands,Other service activities,S (94-96),20200
2022,West Midlands,Activities of households,T (97-98),0
2022,West Midlands,Activities of extraterritorial organisations and bodies,U (99),0
2022,West Wales and The Valleys,"Agriculture, forestry and fishing",A (1-3),7030
2022,West Wales and The Valleys,Mining and quarrying,B (5-9),1430
2022,West Wales and The Valleys,Manufacturing,C (10-33),72675
2022,West Wales and The Valleys,"Electricity, gas, steam and air conditioning supply",D (35),2165
2022,West Wales and The Valleys,Water supply; sewerage and waste management,E (36-39),7105
2022,West Wales and The Valleys,Construction,F (41-43),33500
2022,West Wales and The Valleys,Wholesale and retail trade; repair of motor vehicles,G (45-47),47495
2022,West Wales and The Valleys,Transportation and storage,H (49-53),25185
2022,West Wales and The Valleys,Accommodation and food service activities,I (55-56),27460
2022,West Wales and The Valleys,Information and communication,J (58-63),10120
2022,West Wales and The Valleys,Financial and insurance activities,K (64-66),7820
2022,West Wales and The Valleys,Real estate activities,L (68),8475
2022,West Wales and The Valleys,"Professional, scientific and technical activities",M (69-75),19995
2022,West Wales and The Valleys,Administrative and support service activities,N (77-82),25115
2022,West Wales and The Valleys,Public administration and defence,O (84),43575
2022,West Wales and The Valleys,Education,P (85),36715
2022,West Wales and The Valleys,Human health and social work activities,Q (86-88),71325
2022,West Wales and The Valleys,"Arts, entertainment and recreation",R (90-93),8520
2022,West Wales and The Valleys,Other service activities,S (94-96),7665
2022,West Wales and The Valleys,Activities of households,T (97-98),0
2022,West Wales and The Valleys,Activities of extraterritorial organisations and bodies,U (99),0
2022,West Yorkshire,"Agriculture, forestry and fishing",A (1-3),1180
2022,West Yorkshire,Mining and quarrying,B (5-9),485
2022,West Yorkshire,Manufacturing,C (10-33),101230
2022,West Yorkshire,"Electricity, gas, steam and air conditioning supply",D (35),2855
2022,West Yorkshire,Water supply; sewerage and waste management,E (36-39),8710
2022,West Yorkshire,Construction,F (41-43),41460
2022,West Yorkshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),99815
2022,West Yorkshire,Transportation and storage,H (49-53),45770
2022,West Yorkshire,Accommodation and food service activities,I (55-56),23980
2022,West Yorkshire,Information and communication,J (58-63),30365
2022,West Yorkshire,Financial and insurance activities,K (64-66),35085
2022,West Yorkshire,Real estate activities,L (68),10590
2022,West Yorkshire,"Professional, scientific and technical activities",M (69-75),66115
2022,West Yorkshire,Administrative and support service activities,N (77-82),67015
2022,West Yorkshire,Public administration and defence,O (84),36440
2022,West Yorkshire,Education,P (85),59250
2022,West Yorkshire,Human health and social work activities,Q (86-88),101750
2022,West Yorkshire,"Arts, entertainment and recreation",R (90-93),9320
2022,West Yorkshire,Other service activities,S (94-96),9295
2022,West Yorkshire,Activities of households,T (97-98),0
2022,West Yorkshire,Activities of extraterritorial organisations and bodies,U (99),0
2023,Bedfordshire and Hertfordshire,"Agriculture, forestry and fishing",A (1-3),2085
2023,Bedfordshire and Hertfordshire,Mining and quarrying,B (5-9),145
2023,Bedfordshire and Hertfordshire,Manufacturing,C (10-33),48930
2023,Bedfordshire and Hertfordshire,"Electricity, gas, steam and air conditioning supply",D (35),1550
2023,Bedfordshire and Hertfordshire,Water supply; sewerage and waste management,E (36-39),5260
2023,Bedfordshire and Hertfordshire,Construction,F (41-43),51270
2023,Bedfordshire and Hertfordshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),85890
2023,Bedfordshire and Hertfordshire,Transportation and storage,H (49-53),42550
2023,Bedfordshire and Hertfordshire,Accommodation and food service activities,I (55-56),24025
2023,Bedfordshire and Hertfordshire,Information and communication,J (58-63),30130
2023,Bedfordshire and Hertfordshire,Financial and insurance activities,K (64-66),10365
2023,Bedfordshire and Hertfordshire,Real estate activities,L (68),17350
2023,Bedfordshire and Hertfordshire,"Professional, scientific and technical activities",M (69-75),74735
2023,Bedfordshire and Hertfordshire,Administrative and support service activities,N (77-82),65970
2023,Bedfordshire and Hertfordshire,Public administration and defence,O (84),19400
2023,Bedfordshire and Hertfordshire,Education,P (85),41400
2023,Bedfordshire and Hertfordshire,Human health and social work activities,Q (86-88),60000
2023,Bedfordshire and Hertfordshire,"Arts, entertainment and recreation",R (90-93),9360
2023,Bedfordshire and Hertfordshire,Other service activities,S (94-96),14995
2023,Bedfordshire and Hertfordshire,Activities of households,T (97-98),0
