DATE,GEOGRAPHY_NAME,SIC_3GROUP_NAME,SIC_3GROUP_CODE,JOBCOUNT
2019,Bedfordshire and Hertfordshire,Construction,F (41-43),47345
2019,Bedfordshire and Hertfordshire,Services sector,G-T,489240
2019,"Berkshire, Buckinghamshire and Oxfordshire",Production sector,A-E,98405
2019,"Berkshire, Buckinghamshire and Oxfordshire",Construction,F (41-43),52460
2019,"Berkshire, Buckinghamshire and Oxfordshire",Services sector,G-T,765805
2019,Cheshire,Production sector,A-E,49975
2019,Cheshire,Construction,F (41-43),19680
2019,Cheshire,Services sector,G-T,281840
2019,Cornwall and Isles of Scilly,Production sector,A-E,18350
2019,Cornwall and Isles of Scilly,Construction,F (41-43),11475
2019,Cornwall and Isles of Scilly,Services sector,G-T,97520
2019,Cumbria,Production sector,A-E,41395
2019,Cumbria,Construction,F (41-43),10955
2019,Cumbria,Services sector,G-T,105295
2019,Derbyshire and Nottinghamshire,Production sector,A-E,135730
2019,Derbyshire and Nottinghamshire,Construction,F (41-43),40025
2019,Derbyshire and Nottinghamshire,Services sector,G-T,446050
2019,Devon,Production sector,A-E,48175
2019,Devon,Construction,F (41-43),24470
2019,Devon,Services sector,G-T,230030
2019,Dorset and Somerset,Production sector,A-E,61965
2019,Dorset and Somerset,Construction,F (41-43),28725
2019,Dorset and Somerset,Services sector,G-T,262500
2019,East Anglia,Production sector,A-E,125275
2019,East Anglia,Construction,F (41-43),46910
2019,East Anglia,Services sector,G-T,601280
2019,East Wales,Production sector,A-E,72495
2019,East Wales,Construction,F (41-43),20310
2019,East Wales,Services sector,G-T,278245
2019,East Yorkshire and Northern Lincolnshire,Production sector,A-E,67755
2019,East Yorkshire and Northern Lincolnshire,Construction,F (41-43),20475
2019,East Yorkshire and Northern Lincolnshire,Services sector,G-T,170985
2019,Eastern Scotland,Production sector,A-E,70405
2019,Eastern Scotland,Construction,F (41-43),40385
2019,Eastern Scotland,Services sector,G-T,505240
2019,Essex,Production sector,A-E,52160
2019,Essex,Construction,F (41-43),44645
2019,Essex,Services sector,G-T,363485
2019,"Gloucestershire, Wiltshire and Bath/Bristol area",Production sector,A-E,117275
2019,"Gloucestershire, Wiltshire and Bath/Bristol area",Construction,F (41-43),58410
2019,"Gloucestershire, Wiltshire and Bath/Bristol area",Services sector,G-T,636995
2019,Greater Manchester,Production sector,A-E,109045
2019,Greater Manchester,Construction,F (41-43),48210
2019,Greater Manchester,Services sector,G-T,786735
2019,Hampshire and Isle of Wight,Production sector,A-E,79275
2019,Hampshire and Isle of Wight,Construction,F (41-43),40850
