ITL_region_code,ITL_region_name,SIC07_code,SIC07_description,year,value
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2013,6
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2014,5
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2015,5
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2016,6
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2017,7
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2018,8
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2019,8
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2020,7
TLI45,Lambeth,CB (13-15),"Manufacture of textiles, wearing apparel and leather",2021,8
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,1998,20
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,1999,21
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2000,21
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2001,20
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2002,20
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2003,20
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2004,20
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2005,21
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2006,21
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2007,20
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2008,16
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2009,15
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2010,13
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2011,13
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2012,11
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2013,12
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2014,11
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2015,10
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2016,12
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2017,11
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2018,12
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2019,9
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2020,9
TLI45,Lambeth,CC (16-18),Manufacture of wood and paper products and printing,2021,7
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",1998,53
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",1999,55
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2000,78
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2001,75
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2002,85
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2003,83
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2004,61
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2005,57
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2006,61
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2007,47
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2008,41
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2009,33
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2010,35
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2011,32
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2012,30
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2013,31
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2014,30
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2015,23
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2016,29
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2017,26
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2018,20
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2019,23
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2020,22
TLI45,Lambeth,CD-CG (19-23),"Manufacture of petroleum, chemicals and other minerals",2021,22
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,1998,8
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,1999,9
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2000,7
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2001,8
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2002,8
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2003,7
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2004,6
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2005,6
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2006,5
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2007,5
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2008,5
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2009,5
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2010,5
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2011,7
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2012,7
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2013,7
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2014,5
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2015,4
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2016,2
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2017,3
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2018,4
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2019,6
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2020,6
TLI45,Lambeth,CH (24-25),Manufacture of basic and fabricated metal products,2021,4
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",1998,8
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",1999,7
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2000,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2001,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2002,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2003,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2004,7
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2005,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2006,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2007,5
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2008,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2009,5
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2010,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2011,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2012,7
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2013,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2014,7
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2015,5
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2016,5
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2017,7
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2018,8
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2019,7
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2020,6
TLI45,Lambeth,CI-CJ (26-27),"Manufacture of electronic, optical and electrical products",2021,5
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,1998,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,1999,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2000,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2001,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2002,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2003,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2004,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2005,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2006,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2007,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2008,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2009,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2010,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2011,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2012,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2013,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2014,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2015,2
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2016,1
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2017,4
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2018,5
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2019,9
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2020,8
TLI45,Lambeth,CK-CL (28-30),Manufacture of machinery and transport equipment,2021,9
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",1998,10
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",1999,11
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2000,10
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2001,10
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2002,11
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2003,11
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2004,10
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2005,11
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2006,11
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2007,11
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2008,12
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2009,13
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2010,16
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2011,16
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2012,14
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2013,13
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2014,10
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2015,19
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2016,20
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2017,22
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2018,24
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2019,22
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2020,21
TLI45,Lambeth,CM (31-33),"Other manufacturing, repair and installation",2021,24
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",1998,81
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",1999,81
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2000,91
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2001,81
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2002,89
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2003,88
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2004,101
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2005,102
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2006,102
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2007,135
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2008,158
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2009,164
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2010,138
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2011,117
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2012,134
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2013,152
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2014,132
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2015,150
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2016,121
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2017,116
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2018,107
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2019,132
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2020,143
TLI45,Lambeth,DE (35-39),"Electricity, gas, water; sewerage and waste management",2021,197
TLI45,Lambeth,41,Construction of buildings,1998,55
TLI45,Lambeth,41,Construction of buildings,1999,68
TLI45,Lambeth,41,Construction of buildings,2000,93
TLI45,Lambeth,41,Construction of buildings,2001,100
TLI45,Lambeth,41,Construction of buildings,2002,86
TLI45,Lambeth,41,Construction of buildings,2003,88
TLI45,Lambeth,41,Construction of buildings,2004,82
TLI45,Lambeth,41,Construction of buildings,2005,77
TLI45,Lambeth,41,Construction of buildings,2006,76
TLI45,Lambeth,41,Construction of buildings,2007,100
TLI45,Lambeth,41,Construction of buildings,2008,138
TLI45,Lambeth,41,Construction of buildings,2009,136
TLI45,Lambeth,41,Construction of buildings,2010,158
TLI45,Lambeth,41,Construction of buildings,2011,166
TLI45,Lambeth,41,Construction of buildings,2012,147
TLI45,Lambeth,41,Construction of buildings,2013,156
TLI45,Lambeth,41,Construction of buildings,2014,154
TLI45,Lambeth,41,Construction of buildings,2015,148
TLI45,Lambeth,41,Construction of buildings,2016,150
TLI45,Lambeth,41,Construction of buildings,2017,167
TLI45,Lambeth,41,Construction of buildings,2018,206
TLI45,Lambeth,41,Construction of buildings,2019,244
TLI45,Lambeth,41,Construction of buildings,2020,193
TLI45,Lambeth,41,Construction of buildings,2021,214
TLI45,Lambeth,42,Civil engineering,1998,22
TLI45,Lambeth,42,Civil engineering,1999,23
TLI45,Lambeth,42,Civil engineering,2000,28
TLI45,Lambeth,42,Civil engineering,2001,27
TLI45,Lambeth,42,Civil engineering,2002,29
TLI45,Lambeth,42,Civil engineering,2003,31
TLI45,Lambeth,42,Civil engineering,2004,34
TLI45,Lambeth,42,Civil engineering,2005,33
TLI45,Lambeth,42,Civil engineering,2006,36
TLI45,Lambeth,42,Civil engineering,2007,40
TLI45,Lambeth,42,Civil engineering,2008,43
TLI45,Lambeth,42,Civil engineering,2009,50
TLI45,Lambeth,42,Civil engineering,2010,63
TLI45,Lambeth,42,Civil engineering,2011,66
TLI45,Lambeth,42,Civil engineering,2012,81
TLI45,Lambeth,42,Civil engineering,2013,90
TLI45,Lambeth,42,Civil engineering,2014,98
TLI45,Lambeth,42,Civil engineering,2015,76
TLI45,Lambeth,42,Civil engineering,2016,61
TLI45,Lambeth,42,Civil engineering,2017,51
TLI45,Lambeth,42,Civil engineering,2018,74
TLI45,Lambeth,42,Civil engineering,2019,90
TLI45,Lambeth,42,Civil engineering,2020,108
TLI45,Lambeth,42,Civil engineering,2021,122
TLI45,Lambeth,43,Specialised construction activities,1998,80
TLI45,Lambeth,43,Specialised construction activities,1999,85
TLI45,Lambeth,43,Specialised construction activities,2000,98
TLI45,Lambeth,43,Specialised construction activities,2001,98
TLI45,Lambeth,43,Specialised construction activities,2002,99
TLI45,Lambeth,43,Specialised construction activities,2003,107
TLI45,Lambeth,43,Specialised construction activities,2004,118
TLI45,Lambeth,43,Specialised construction activities,2005,138
TLI45,Lambeth,43,Specialised construction activities,2006,171
TLI45,Lambeth,43,Specialised construction activities,2007,187
TLI45,Lambeth,43,Specialised construction activities,2008,171
TLI45,Lambeth,43,Specialised construction activities,2009,140
TLI45,Lambeth,43,Specialised construction activities,2010,141
TLI45,Lambeth,43,Specialised construction activities,2011,136
TLI45,Lambeth,43,Specialised construction activities,2012,138
TLI45,Lambeth,43,Specialised construction activities,2013,148
TLI45,Lambeth,43,Specialised construction activities,2014,160
TLI45,Lambeth,43,Specialised construction activities,2015,172
TLI45,Lambeth,43,Specialised construction activities,2016,167
TLI45,Lambeth,43,Specialised construction activities,2017,195
TLI45,Lambeth,43,Specialised construction activities,2018,203
TLI45,Lambeth,43,Specialised construction activities,2019,200
TLI45,Lambeth,43,Specialised construction activities,2020,220
TLI45,Lambeth,43,Specialised construction activities,2021,240
TLI45,Lambeth,45,Motor trades,1998,26
TLI45,Lambeth,45,Motor trades,1999,23
TLI45,Lambeth,45,Motor trades,2000,22
TLI45,Lambeth,45,Motor trades,2001,27
TLI45,Lambeth,45,Motor trades,2002,25
TLI45,Lambeth,45,Motor trades,2003,28
TLI45,Lambeth,45,Motor trades,2004,24
TLI45,Lambeth,45,Motor trades,2005,26
TLI45,Lambeth,45,Motor trades,2006,25
TLI45,Lambeth,45,Motor trades,2007,26
TLI45,Lambeth,45,Motor trades,2008,25
TLI45,Lambeth,45,Motor trades,2009,18
TLI45,Lambeth,45,Motor trades,2010,20
TLI45,Lambeth,45,Motor trades,2011,17
TLI45,Lambeth,45,Motor trades,2012,17
TLI45,Lambeth,45,Motor trades,2013,15
TLI45,Lambeth,45,Motor trades,2014,16
TLI45,Lambeth,45,Motor trades,2015,16
TLI45,Lambeth,45,Motor trades,2016,9
TLI45,Lambeth,45,Motor trades,2017,8
TLI45,Lambeth,45,Motor trades,2018,7
TLI45,Lambeth,45,Motor trades,2019,5
TLI45,Lambeth,45,Motor trades,2020,4
TLI45,Lambeth,45,Motor trades,2021,6
TLI45,Lambeth,46,Wholesale trade,1998,613
TLI45,Lambeth,46,Wholesale trade,1999,590
TLI45,Lambeth,46,Wholesale trade,2000,621
TLI45,Lambeth,46,Wholesale trade,2001,653
TLI45,Lambeth,46,Wholesale trade,2002,607
TLI45,Lambeth,46,Wholesale trade,2003,570
TLI45,Lambeth,46,Wholesale trade,2004,646
TLI45,Lambeth,46,Wholesale trade,2005,771
TLI45,Lambeth,46,Wholesale trade,2006,780
TLI45,Lambeth,46,Wholesale trade,2007,910
TLI45,Lambeth,46,Wholesale trade,2008,926
TLI45,Lambeth,46,Wholesale trade,2009,1157
TLI45,Lambeth,46,Wholesale trade,2010,1392
TLI45,Lambeth,46,Wholesale trade,2011,1525
TLI45,Lambeth,46,Wholesale trade,2012,1511
TLI45,Lambeth,46,Wholesale trade,2013,1446
TLI45,Lambeth,46,Wholesale trade,2014,1750
TLI45,Lambeth,46,Wholesale trade,2015,1592
TLI45,Lambeth,46,Wholesale trade,2016,1735
TLI45,Lambeth,46,Wholesale trade,2017,1931
TLI45,Lambeth,46,Wholesale trade,2018,2008
TLI45,Lambeth,46,Wholesale trade,2019,2030
TLI45,Lambeth,46,Wholesale trade,2020,1445
TLI45,Lambeth,46,Wholesale trade,2021,1672
TLI45,Lambeth,47,Retail trade,1998,175
TLI45,Lambeth,47,Retail trade,1999,174
TLI45,Lambeth,47,Retail trade,2000,188
TLI45,Lambeth,47,Retail trade,2001,202
TLI45,Lambeth,47,Retail trade,2002,219
TLI45,Lambeth,47,Retail trade,2003,208
TLI45,Lambeth,47,Retail trade,2004,216
TLI45,Lambeth,47,Retail trade,2005,219
TLI45,Lambeth,47,Retail trade,2006,235
TLI45,Lambeth,47,Retail trade,2007,246
TLI45,Lambeth,47,Retail trade,2008,271
TLI45,Lambeth,47,Retail trade,2009,242
TLI45,Lambeth,47,Retail trade,2010,217
TLI45,Lambeth,47,Retail trade,2011,219
TLI45,Lambeth,47,Retail trade,2012,230
TLI45,Lambeth,47,Retail trade,2013,221
TLI45,Lambeth,47,Retail trade,2014,238
TLI45,Lambeth,47,Retail trade,2015,274
TLI45,Lambeth,47,Retail trade,2016,264
TLI45,Lambeth,47,Retail trade,2017,317
TLI45,Lambeth,47,Retail trade,2018,351
TLI45,Lambeth,47,Retail trade,2019,341
TLI45,Lambeth,47,Retail trade,2020,355
TLI45,Lambeth,47,Retail trade,2021,423
TLI45,Lambeth,49-51,"Land, water and air transport",1998,264
TLI45,Lambeth,49-51,"Land, water and air transport",1999,305
TLI45,Lambeth,49-51,"Land, water and air transport",2000,351
TLI45,Lambeth,49-51,"Land, water and air transport",2001,331
TLI45,Lambeth,49-51,"Land, water and air transport",2002,249
TLI45,Lambeth,49-51,"Land, water and air transport",2003,255
TLI45,Lambeth,49-51,"Land, water and air transport",2004,305
TLI45,Lambeth,49-51,"Land, water and air transport",2005,362
TLI45,Lambeth,49-51,"Land, water and air transport",2006,371
TLI45,Lambeth,49-51,"Land, water and air transport",2007,416
TLI45,Lambeth,49-51,"Land, water and air transport",2008,544
TLI45,Lambeth,49-51,"Land, water and air transport",2009,406
TLI45,Lambeth,49-51,"Land, water and air transport",2010,435
TLI45,Lambeth,49-51,"Land, water and air transport",2011,554
TLI45,Lambeth,49-51,"Land, water and air transport",2012,506
TLI45,Lambeth,49-51,"Land, water and air transport",2013,194
TLI45,Lambeth,49-51,"Land, water and air transport",2014,186
TLI45,Lambeth,49-51,"Land, water and air transport",2015,185
TLI45,Lambeth,49-51,"Land, water and air transport",2016,212
TLI45,Lambeth,49-51,"Land, water and air transport",2017,221
TLI45,Lambeth,49-51,"Land, water and air transport",2018,256
TLI45,Lambeth,49-51,"Land, water and air transport",2019,289
TLI45,Lambeth,49-51,"Land, water and air transport",2020,120
TLI45,Lambeth,49-51,"Land, water and air transport",2021,160
TLI45,Lambeth,52,Warehousing and transport support activities,1998,15
TLI45,Lambeth,52,Warehousing and transport support activities,1999,14
TLI45,Lambeth,52,Warehousing and transport support activities,2000,12
TLI45,Lambeth,52,Warehousing and transport support activities,2001,14
TLI45,Lambeth,52,Warehousing and transport support activities,2002,13
TLI45,Lambeth,52,Warehousing and transport support activities,2003,15
TLI45,Lambeth,52,Warehousing and transport support activities,2004,18
TLI45,Lambeth,52,Warehousing and transport support activities,2005,18
TLI45,Lambeth,52,Warehousing and transport support activities,2006,18
TLI45,Lambeth,52,Warehousing and transport support activities,2007,19
TLI45,Lambeth,52,Warehousing and transport support activities,2008,22
TLI45,Lambeth,52,Warehousing and transport support activities,2009,23
TLI45,Lambeth,52,Warehousing and transport support activities,2010,22
TLI45,Lambeth,52,Warehousing and transport support activities,2011,24
TLI45,Lambeth,52,Warehousing and transport support activities,2012,25
TLI45,Lambeth,52,Warehousing and transport support activities,2013,44
TLI45,Lambeth,52,Warehousing and transport support activities,2014,58
TLI45,Lambeth,52,Warehousing and transport support activities,2015,53
TLI45,Lambeth,52,Warehousing and transport support activities,2016,50
TLI45,Lambeth,52,Warehousing and transport support activities,2017,45
TLI45,Lambeth,52,Warehousing and transport support activities,2018,19
TLI45,Lambeth,52,Warehousing and transport support activities,2019,23
TLI45,Lambeth,52,Warehousing and transport support activities,2020,18
TLI45,Lambeth,52,Warehousing and transport support activities,2021,16
TLI45,Lambeth,53,Postal and courier activities,1998,26
TLI45,Lambeth,53,Postal and courier activities,1999,27
TLI45,Lambeth,53,Postal and courier activities,2000,27
TLI45,Lambeth,53,Postal and courier activities,2001,28
TLI45,Lambeth,53,Postal and courier activities,2002,27
TLI45,Lambeth,53,Postal and courier activities,2003,29
TLI45,Lambeth,53,Postal and courier activities,2004,27
TLI45,Lambeth,53,Postal and courier activities,2005,28
TLI45,Lambeth,53,Postal and courier activities,2006,28
TLI45,Lambeth,53,Postal and courier activities,2007,27
TLI45,Lambeth,53,Postal and courier activities,2008,27
TLI45,Lambeth,53,Postal and courier activities,2009,28
TLI45,Lambeth,53,Postal and courier activities,2010,25
TLI45,Lambeth,53,Postal and courier activities,2011,22
TLI45,Lambeth,53,Postal and courier activities,2012,24
TLI45,Lambeth,53,Postal and courier activities,2013,24
TLI45,Lambeth,53,Postal and courier activities,2014,26
TLI45,Lambeth,53,Postal and courier activities,2015,23
TLI45,Lambeth,53,Postal and courier activities,2016,27
TLI45,Lambeth,53,Postal and courier activities,2017,27
TLI45,Lambeth,53,Postal and courier activities,2018,28
TLI45,Lambeth,53,Postal and courier activities,2019,35
TLI45,Lambeth,53,Postal and courier activities,2020,41
TLI45,Lambeth,53,Postal and courier activities,2021,38
TLI45,Lambeth,55,Accommodation,1998,31
TLI45,Lambeth,55,Accommodation,1999,33
TLI45,Lambeth,55,Accommodation,2000,34
TLI45,Lambeth,55,Accommodation,2001,31
TLI45,Lambeth,55,Accommodation,2002,32
TLI45,Lambeth,55,Accommodation,2003,37
TLI45,Lambeth,55,Accommodation,2004,40
TLI45,Lambeth,55,Accommodation,2005,51
TLI45,Lambeth,55,Accommodation,2006,62
TLI45,Lambeth,55,Accommodation,2007,64
TLI45,Lambeth,55,Accommodation,2008,60
TLI45,Lambeth,55,Accommodation,2009,55
TLI45,Lambeth,55,Accommodation,2010,60
TLI45,Lambeth,55,Accommodation,2011,68
TLI45,Lambeth,55,Accommodation,2012,83
TLI45,Lambeth,55,Accommodation,2013,89
TLI45,Lambeth,55,Accommodation,2014,95
TLI45,Lambeth,55,Accommodation,2015,111
TLI45,Lambeth,55,Accommodation,2016,101
TLI45,Lambeth,55,Accommodation,2017,107
TLI45,Lambeth,55,Accommodation,2018,125
TLI45,Lambeth,55,Accommodation,2019,164
TLI45,Lambeth,55,Accommodation,2020,47
TLI45,Lambeth,55,Accommodation,2021,77
TLI45,Lambeth,56,Food and beverage service activities,1998,156
TLI45,Lambeth,56,Food and beverage service activities,1999,170
TLI45,Lambeth,56,Food and beverage service activities,2000,180
TLI45,Lambeth,56,Food and beverage service activities,2001,185
TLI45,Lambeth,56,Food and beverage service activities,2002,202
